8,7,1,1,7
5,9,3,1,7
7,19,3,3,8
7,15,4,2,8
2,14,3,2,9
5,20,4,3,9
4,20,4,3,13
9,2,1,0,13
4,17,1,3,13
3,7,1,1,18
4,2,1,0,18
8,10,4,1,23
1,13,2,2,23
2,11,0,2,23
3,19,3,3,42
8,12,1,2,42
7,8,2,1,44
8,6,0,1,44
4,16,0,3,49
5,2,1,0,49
10,12,1,2,54
8,20,4,3,54
4,11,0,2,59
4,9,3,1,59
8,19,3,3,63
10,20,4,3,63
9,15,4,2,64
6,1,0,0,64
5,11,0,2,69
7,18,2,3,69
2,5,4,0,73
8,9,3,1,73
3,2,1,0,74
5,1,0,0,74
7,5,4,0,78
3,4,3,0,78
10,4,3,0,79
2,19,3,3,79
6,2,1,0,83
6,4,3,0,83
7,3,2,0,84
5,4,3,0,84
6,16,0,3,89
3,15,4,2,89
8,16,0,3,94
8,1,0,0,94
10,15,4,2,99
6,10,4,1,99
7,11,0,2,103
6,9,3,1,103
1,20,4,3,104
6,12,1,2,104
5,15,4,2,109
4,1,0,0,109
1,17,1,3,113
2,12,1,2,113
6,5,4,0,114
1,18,2,3,114
7,9,3,1,115
2,20,4,3,115
7,2,1,0,118
10,19,3,3,118
9,7,1,1,119
10,9,3,1,119
6,6,0,1,120
5,6,0,1,120
4,5,4,0,121
6,18,2,3,121
9,11,0,2,122
1,7,1,1,122
1,6,0,1,126
5,8,2,1,126
8,14,3,2,129
8,8,2,1,129
7,6,0,1,132
5,10,4,1,132
7,4,3,0,137
9,17,1,3,137
1,8,2,1,142
6,14,3,2,142
4,14,3,2,147
3,18,2,3,147
1,16,0,3,152
10,1,0,0,152
8,13,2,2,157
4,4,3,0,157
1,4,3,0,162
3,9,3,1,162
6,20,4,3,167
10,5,4,0,167
4,18,2,3,172
3,13,2,2,172
1,10,4,1,177
3,1,0,0,177
4,10,4,1,182
7,20,4,3,182
9,8,2,1,187
9,12,1,2,187
