7,15,4,2,2
10,18,2,3,2
7,10,4,1,5
10,10,4,1,5
4,2,1,0,7
8,1,0,0,7
4,3,2,0,8
4,11,0,2,8
4,5,4,0,9
6,4,3,0,9
2,5,4,0,10
8,7,1,1,10
7,12,1,2,11
10,12,1,2,11
10,5,4,0,14
3,2,1,0,14
4,18,2,3,16
5,20,4,3,16
5,4,3,0,18
7,18,2,3,18
9,13,2,2,21
1,6,0,1,21
5,1,0,0,26
6,6,0,1,26
3,7,1,1,31
6,16,0,3,31
6,15,4,2,31
9,19,3,3,31
7,1,0,0,36
2,2,1,0,36
8,4,3,0,37
1,14,3,2,37
2,3,2,0,42
1,17,1,3,42
6,9,3,1,46
5,12,1,2,46
6,17,1,3,47
8,6,0,1,47
4,8,2,1,52
4,17,1,3,52
8,8,2,1,52
9,20,4,3,52
3,6,0,1,57
1,15,4,2,57
1,8,2,1,57
8,16,0,3,57
7,7,1,1,67
2,9,3,1,67
7,4,3,0,70
5,10,4,1,70
10,13,2,2,71
5,3,2,0,71
3,15,4,2,75
1,5,4,0,75
4,10,4,1,78
3,12,1,2,78
4,6,0,1,79
7,14,3,2,79
