id,Tempo Construção Inicial,V. FO Inicial,Rel. Prof x Turm,Rel. Prof x Dia,Tempo Final,V. FO Final,Rel. Prof x Turm,Rel. Prof x Dia,Qnt vzs melhorei a FO, Qnt. Turmas,Qnt. Professores, Qnt  feito refinamento , Iteração da m Solução ,  Qnt de pos que prof x Turma , Qnt de pos que prof x dias, status
1,0.000751,26,0,26,1.237054,25,2,23,1,30,30,2,6,141,141,Inviável
2,0.000248,12,0,12,1.457946,10,1,9,2,40,40,2,33,188,188,Inviável
3,0.000312,9,0,9,1.700140,8,1,7,1,50,50,3,97,235,235,Inviável
4,0.000328,11,0,11,2.035404,11,0,11,0,60,60,0,0,282,282,Viável
5,0.000614,19,0,19,3.059500,18,1,17,1,70,70,3,13,329,329,Inviável
6,0.000988,21,0,21,4.015689,21,0,21,0,80,80,0,0,376,376,Viável
7,0.000669,16,0,16,3.889980,16,0,16,0,90,90,0,0,423,423,Viável
8,0.000748,17,0,17,4.587521,17,0,17,0,100,100,0,0,470,470,Viável
9,0.001402,38,0,38,6.647142,38,0,38,0,110,110,0,0,517,517,Viável
10,0.000839,22,0,22,5.959334,22,0,22,0,120,120,0,0,564,564,Viável
11,0.001321,30,0,30,7.551250,29,1,28,1,130,130,3,48,611,611,Inviável
12,0.001689,45,0,45,9.491059,43,2,41,2,140,140,2,88,658,658,Inviável
13,0.001994,46,0,46,10.306676,46,0,46,0,150,150,0,0,705,705,Viável
14,0.135749,80,0,80,15.250009,80,0,80,0,160,160,0,0,752,752,Viável
15,0.002844,66,0,66,14.350928,66,0,66,0,170,170,0,0,799,799,Viável
16,0.001639,38,0,38,12.507718,37,3,34,1,180,180,1,11,846,846,Inviável
17,0.019180,68,0,68,15.635730,67,3,64,1,190,190,1,80,893,893,Inviável
18,0.002935,49,0,49,16.273911,49,0,49,0,200,200,0,0,940,940,Viável
19,0.117517,88,0,88,21.078819,88,0,88,0,210,210,0,0,987,987,Viável
20,0.066395,78,0,78,21.633713,78,0,78,0,220,220,0,0,1034,1034,Viável
