01,1,0,0,10
09,5,4,0,10
10,16,0,3,20
01,4,3,0,20
02,6,0,1,30
01,16,0,3,30
09,12,1,2,40
07,16,0,3,50
02,9,3,1,60
10,9,3,1,60
10,11,0,2,70
08,5,4,0,80
03,14,3,2,90
03,13,2,2,100
08,19,3,3,110
09,20,4,3,120
09,7,1,1,130
02,12,1,2,140
09,8,2,1,140
03,12,1,2,150
08,15,4,2,150
03,6,0,1,160
01,9,3,1,160
08,9,3,1,170
01,14,3,2,170
03,9,3,1,180
03,2,1,0,180
10,18,2,3,190
09,10,4,1,190
07,13,2,2,200
03,3,2,0,200
09,19,3,3,210
10,7,1,1,210
01,15,4,2,220
08,16,0,3,220
01,5,4,0,230
01,6,0,1,230
03,16,0,3,240
03,18,2,3,240
10,14,3,2,250
01,10,4,1,250
02,16,0,3,260
02,2,1,0,260
03,5,4,0,270
07,17,1,3,270
09,9,3,1,280
09,3,2,0,290
10,12,1,2,290
08,11,0,2,300
02,18,2,3,310
02,5,4,0,320
03,8,2,1,330
08,7,1,1,330
10,3,2,0,340
08,2,1,0,340
03,19,3,3,350
02,20,4,3,350
08,4,3,0,360
02,10,4,1,360
09,1,0,0,370
01,19,3,3,370
03,10,4,1,380
02,3,2,0,380
10,2,1,0,390
03,4,3,0,390
09,18,2,3,400
08,12,1,2,410
