01,17,1,3,1
03,7,1,1,1
03,1,0,0,1
03,17,1,3,2
03,6,0,1,3
08,3,2,0,4
08,14,3,2,5
03,11,0,2,5
10,16,0,3,6
10,15,4,2,7
07,4,3,0,8
09,10,4,1,9
02,2,1,0,10
10,5,4,0,11
09,3,2,0,12
02,1,0,0,12
02,16,0,3,13
10,7,1,1,14
01,13,2,2,15
03,18,2,3,16
08,11,0,2,16
02,20,4,3,17
08,12,1,2,18
01,12,1,2,19
02,14,3,2,20
02,6,0,1,21
09,17,1,3,21
01,11,0,2,22
10,17,1,3,22
02,4,3,0,23
01,15,4,2,23
08,10,4,1,24
03,5,4,0,24
03,8,2,1,25
08,8,2,1,26
08,20,4,3,27
08,13,2,2,28
01,5,4,0,28
08,1,0,0,29
08,15,4,2,30
10,10,4,1,30
02,7,1,1,31
01,16,0,3,31
09,2,1,0,32
01,7,1,1,32
07,5,4,0,33
09,19,3,3,33
10,6,0,1,34
03,15,4,2,35
07,12,1,2,35
