9,15,4,2,10
9,7,1,1,10
9,10,4,1,20
8,6,0,1,30
10,9,3,1,30
7,11,0,2,40
7,1,0,0,50
6,8,2,1,50
2,15,4,2,60
8,19,3,3,60
3,2,1,0,70
8,10,4,1,80
6,18,2,3,80
6,17,1,3,90
9,17,1,3,100
7,12,1,2,110
10,18,2,3,120
6,7,1,1,120
10,14,3,2,130
1,6,0,1,130
3,13,2,2,140
8,3,2,0,140
9,1,0,0,150
2,13,2,2,150
6,11,0,2,160
9,9,3,1,160
6,2,1,0,170
3,4,3,0,170
4,18,2,3,180
7,9,3,1,180
8,17,1,3,190
2,8,2,1,190
7,3,2,0,200
7,5,4,0,210
1,11,0,2,220
6,16,0,3,230
5,9,3,1,240
8,18,2,3,250
3,12,1,2,250
6,9,3,1,260
7,14,3,2,260
