7,4,3,0,10
8,8,2,1,10
3,16,0,3,20
3,4,3,0,30
4,15,4,2,30
10,4,3,0,40
4,14,3,2,50
9,6,0,1,50
2,7,1,1,60
4,7,1,1,60
7,16,0,3,70
10,11,0,2,80
5,6,0,1,80
1,4,3,0,90
10,19,3,3,100
6,9,3,1,110
9,9,3,1,120
10,6,0,1,120
8,11,0,2,130
5,15,4,2,130
3,14,3,2,140
2,15,4,2,140
4,6,0,1,150
6,13,2,2,150
6,8,2,1,160
9,13,2,2,160
2,3,2,0,170
7,7,1,1,170
6,12,1,2,180
1,9,3,1,180
3,18,2,3,190
4,12,1,2,190
10,7,1,1,200
5,9,3,1,210
6,19,3,3,220
4,18,2,3,230
5,20,4,3,240
1,15,4,2,250
4,19,3,3,250
8,2,1,0,260
4,17,1,3,260
