03,8,2,1,10
08,4,3,0,10
07,8,2,1,20
09,2,1,0,20
09,16,0,3,30
01,8,2,1,30
07,2,1,0,40
01,5,4,0,50
02,15,4,2,60
02,14,3,2,60
03,1,0,0,70
01,14,3,2,70
03,7,1,1,80
10,17,1,3,90
07,14,3,2,100
07,3,2,0,100
08,20,4,3,110
03,18,2,3,110
07,19,3,3,120
03,14,3,2,120
01,15,4,2,130
01,3,2,0,140
09,12,1,2,140
10,13,2,2,150
07,16,0,3,150
08,14,3,2,160
07,6,0,1,160
03,16,0,3,170
02,3,2,0,180
08,6,0,1,180
10,1,0,0,190
07,18,2,3,200
03,5,4,0,200
01,11,0,2,210
02,8,2,1,210
01,2,1,0,220
01,9,3,1,220
07,13,2,2,230
09,13,2,2,230
03,19,3,3,240
03,6,0,1,240
02,16,0,3,250
01,1,0,0,250
08,15,4,2,260
01,7,1,1,270
02,19,3,3,280
09,15,4,2,290
07,4,3,0,290
02,18,2,3,300
10,9,3,1,300
09,3,2,0,310
10,6,0,1,310
09,17,1,3,320
03,17,1,3,320
09,20,4,3,330
02,12,1,2,330
10,8,2,1,340
10,7,1,1,350
