07,8,2,1,1
02,3,2,0,1
02,10,4,1,1
10,14,3,2,2
01,10,4,1,3
07,2,1,0,4
03,17,1,3,5
08,2,1,0,5
10,17,1,3,6
01,12,1,2,7
02,4,3,0,8
10,13,2,2,9
10,9,3,1,10
02,7,1,1,11
03,7,1,1,12
08,6,0,1,12
09,1,0,0,13
09,14,3,2,14
03,13,2,2,15
08,8,2,1,16
01,5,4,0,16
07,14,3,2,17
10,7,1,1,18
03,4,3,0,19
01,8,2,1,20
08,20,4,3,21
01,18,2,3,21
09,10,4,1,22
02,15,4,2,22
02,6,0,1,23
09,3,2,0,23
09,12,1,2,24
03,10,4,1,24
10,18,2,3,25
03,9,3,1,26
01,11,0,2,27
03,16,0,3,28
09,8,2,1,28
03,6,0,1,29
10,6,0,1,30
07,5,4,0,30
03,11,0,2,31
09,4,3,0,31
07,13,2,2,32
02,1,0,0,32
09,9,3,1,33
09,2,1,0,33
10,19,3,3,34
03,12,1,2,35
01,1,0,0,35
