id,Tempo Construção Inicial,V. FO Inicial,Rel. Prof x Turm,Rel. Prof x Dia,Tempo Final,V. FO Final,Rel. Prof x Turm,Rel. Prof x Dia,Qnt vzs melhorei a FO, Qnt. Turmas,Qnt. Professores, Qnt  feito refinamento , Iteração da m Solução ,  Qnt de pos que prof x Turma , Qnt de pos que prof x dias, status
1,0.000124,7,0,7,2.114033,7,0,7,0,13,8,0,0,35,35,Viável
2,0.000066,4,0,4,1.736398,4,0,4,0,13,8,0,0,35,35,Viável
3,0.000097,14,11,3,2.334851,3,0,3,8,18,11,8,7,47,47,Viável
4,0.000106,15,12,3,2.533174,3,0,3,11,19,12,11,10,49,49,Viável
5,0.000103,16,14,2,2.710889,2,0,2,10,21,13,10,9,55,55,Viável
6,0.000162,31,23,8,4.978522,10,0,10,16,31,20,16,15,83,83,Viável
7,0.000137,28,23,5,4.459733,4,0,4,17,31,20,17,16,83,83,Viável
8,0.000161,35,28,7,5.396678,10,0,10,16,33,21,16,15,89,89,Viável
9,0.000177,38,31,7,5.358876,8,0,8,20,34,22,20,19,91,91,Viável
10,0.000180,36,35,1,5.994751,2,1,1,22,39,25,3,241,103,103,Inviável
11,0.000240,53,42,11,7.160242,7,0,7,27,44,28,27,26,118,118,Viável
12,0.000230,49,42,7,7.102634,9,0,9,27,44,28,27,26,118,118,Viável
13,0.000199,51,45,6,7.489401,5,0,5,30,49,31,30,29,130,130,Viável
14,0.000245,55,48,7,8.620994,9,0,9,30,50,32,30,29,132,132,Viável
15,0.000260,55,46,9,8.451293,9,0,9,30,52,33,30,29,138,138,Viável
16,0.000299,67,59,8,10.545486,8,0,8,39,62,40,39,38,166,166,Viável
17,0.000290,70,59,11,10.310185,8,0,8,39,62,40,39,38,166,166,Viável
18,0.000319,69,58,11,11.324501,10,0,10,39,64,41,39,38,172,172,Viável
19,0.000352,70,60,10,11.737280,9,0,9,38,65,42,38,37,174,174,Viável
20,0.000347,77,68,9,12.228745,10,0,10,42,70,45,42,41,186,186,Viável
21,0.000425,87,70,17,14.161004,12,0,12,45,75,48,45,44,201,201,Viável
22,0.000388,76,70,6,13.694144,7,0,7,44,75,48,44,43,201,201,Viável
23,0.000406,83,74,9,14.487731,10,0,10,50,80,51,50,49,213,213,Viável
24,0.000487,88,77,11,16.120920,9,0,9,49,81,52,49,48,215,215,Viável
25,0.000473,90,77,13,16.261662,15,0,15,51,83,53,51,50,221,221,Viável
26,0.000656,110,91,19,19.532316,16,1,15,60,93,60,2,266,249,249,Inviável
27,0.000630,112,91,21,19.143570,17,0,17,57,93,60,57,56,249,249,Viável
28,0.000544,104,93,11,19.022043,13,0,13,60,95,61,60,59,255,255,Viável
29,0.000675,112,93,19,20.323055,15,0,15,60,96,62,60,59,257,257,Viável
30,0.034098,162,96,66,37.854179,64,0,64,56,101,65,56,55,269,269,Viável
