09,10,4,1,10
01,5,4,0,10
08,10,4,1,20
09,17,1,3,20
07,18,2,3,30
07,16,0,3,30
08,1,0,0,40
01,4,3,0,50
10,13,2,2,60
10,7,1,1,60
09,13,2,2,70
08,8,2,1,80
03,14,3,2,90
08,11,0,2,100
01,17,1,3,110
10,3,2,0,120
01,14,3,2,130
09,14,3,2,140
09,12,1,2,140
01,6,0,1,150
02,1,0,0,150
01,9,3,1,160
07,14,3,2,160
03,6,0,1,170
01,20,4,3,170
07,15,4,2,180
10,12,1,2,180
08,9,3,1,190
01,12,1,2,190
03,19,3,3,200
10,1,0,0,200
07,4,3,0,210
01,1,0,0,210
07,13,2,2,220
02,9,3,1,220
07,12,1,2,230
10,2,1,0,230
08,4,3,0,240
07,19,3,3,240
07,5,4,0,250
07,17,1,3,250
10,10,4,1,260
09,5,4,0,260
09,18,2,3,270
07,10,4,1,270
07,8,2,1,280
07,20,4,3,290
08,6,0,1,290
02,16,0,3,300
10,9,3,1,310
03,2,1,0,320
01,2,1,0,330
10,8,2,1,330
07,3,2,0,340
02,12,1,2,340
09,2,1,0,350
01,11,0,2,350
09,6,0,1,360
01,8,2,1,360
09,16,0,3,370
01,19,3,3,370
10,6,0,1,380
02,6,0,1,380
09,19,3,3,390
01,3,2,0,390
01,13,2,2,400
01,7,1,1,410
