8,8,2,1,6
10,1,0,0,6
4,8,2,1,7
8,14,3,2,7
5,8,2,1,8
5,15,4,2,8
3,18,2,3,9
3,8,2,1,9
7,9,3,1,10
2,7,1,1,10
5,17,1,3,20
8,6,0,1,20
2,13,2,2,24
5,20,4,3,24
6,20,4,3,25
1,14,3,2,25
10,18,2,3,30
4,9,3,1,30
8,11,0,2,35
10,12,1,2,35
4,12,1,2,39
1,10,4,1,39
1,9,3,1,40
5,4,3,0,40
3,17,1,3,44
7,4,3,0,44
3,6,0,1,45
2,19,3,3,45
1,16,0,3,50
10,20,4,3,50
7,17,1,3,55
10,9,3,1,55
1,8,2,1,59
2,1,0,0,59
8,3,2,0,59
7,2,1,0,60
6,3,2,0,60
2,18,2,3,60
9,17,1,3,65
4,13,2,2,65
5,10,4,1,65
5,19,3,3,70
1,18,2,3,70
9,15,4,2,70
1,7,1,1,74
9,7,1,1,74
9,1,0,0,74
10,14,3,2,79
4,14,3,2,79
7,14,3,2,79
2,8,2,1,86
8,13,2,2,86
7,11,0,2,86
2,4,3,0,89
2,9,3,1,89
2,16,0,3,89
10,3,2,0,91
6,12,1,2,91
5,9,3,1,91
1,20,4,3,94
5,7,1,1,94
3,12,1,2,94
10,5,4,0,99
5,11,0,2,99
4,11,0,2,99
9,11,0,2,101
3,4,3,0,101
1,13,2,2,101
3,13,2,2,104
3,14,3,2,104
4,19,3,3,104
7,18,2,3,106
8,7,1,1,106
7,12,1,2,106
5,6,0,1,109
8,15,4,2,109
5,1,0,0,109
4,10,4,1,110
10,16,0,3,110
8,2,1,0,110
2,2,1,0,111
3,15,4,2,111
7,19,3,3,111
10,8,2,1,113
6,16,0,3,113
9,19,3,3,113
1,11,0,2,116
5,3,2,0,116
6,6,0,1,116
7,6,0,1,123
7,7,1,1,123
1,12,1,2,123
1,15,4,2,130
9,14,3,2,130
7,10,4,1,130
9,6,0,1,130
4,6,0,1,130
2,10,4,1,130
8,17,1,3,135
6,1,0,0,135
1,5,4,0,135
7,16,0,3,140
9,18,2,3,140
4,2,1,0,140
