1,7,1,1,1
6,9,3,1,2
4,20,4,3,3
7,13,2,2,4
8,9,3,1,5
7,16,0,3,6
6,17,1,3,7
2,17,1,3,8
6,2,1,0,9
1,19,3,3,10
6,15,4,2,11
4,12,1,2,12
5,16,0,3,13
5,13,2,2,14
5,12,1,2,15
5,1,0,0,16
10,16,0,3,17
4,14,3,2,18
3,12,1,2,19
3,1,0,0,20
4,2,1,0,21
6,7,1,1,22
4,13,2,2,23
9,9,3,1,24
8,19,3,3,24
9,13,2,2,25
9,18,2,3,25
10,12,1,2,26
10,20,4,3,26
5,5,4,0,27
10,9,3,1,27
2,5,4,0,28
2,16,0,3,28
5,10,4,1,29
1,1,0,0,29
9,19,3,3,30
3,8,2,1,31
6,16,0,3,31
3,11,0,2,32
10,17,1,3,33
8,10,4,1,33
8,20,4,3,34
4,6,0,1,35
2,19,3,3,35
4,18,2,3,36
8,8,2,1,37
8,7,1,1,37
3,2,1,0,38
3,5,4,0,39
10,19,3,3,39
5,4,3,0,40
8,4,3,0,41
7,18,2,3,41
10,15,4,2,42
6,12,1,2,43
7,2,1,0,43
1,14,3,2,44
4,4,3,0,45
6,18,2,3,45
10,6,0,1,46
9,5,4,0,47
7,11,0,2,47
3,3,2,0,48
10,8,2,1,49
4,11,0,2,49
3,16,0,3,50
1,5,4,0,51
6,1,0,0,51
9,10,4,1,52
5,20,4,3,53
8,5,4,0,53
6,19,3,3,54
4,5,4,0,55
3,10,4,1,55
10,1,0,0,56
7,6,0,1,57
2,14,3,2,57
9,8,2,1,58
9,6,0,1,59
4,10,4,1,59
9,4,3,0,60
5,18,2,3,61
1,20,4,3,61
5,19,3,3,62
7,7,1,1,63
8,14,3,2,63
3,18,2,3,64
7,19,3,3,65
2,8,2,1,65
8,16,0,3,66
8,3,2,0,67
2,18,2,3,67
5,14,3,2,68
10,18,2,3,69
3,17,1,3,69
10,11,0,2,70
5,17,1,3,71
5,8,2,1,71
7,9,3,1,72
3,14,3,2,73
9,12,1,2,73
4,7,1,1,74
10,13,2,2,75
2,4,3,0,75
6,11,0,2,76
1,11,0,2,77
8,15,4,2,77
7,20,4,3,78
10,14,3,2,79
8,2,1,0,79
2,11,0,2,80
10,5,4,0,81
3,7,1,1,81
2,10,4,1,82
6,14,3,2,83
1,2,1,0,83
10,2,1,0,84
9,1,0,0,85
7,8,2,1,85
3,6,0,1,86
6,8,2,1,87
4,15,4,2,87
4,8,2,1,88
2,6,0,1,89
5,3,2,0,89
8,11,0,2,90
1,17,1,3,90
9,7,1,1,91
3,19,3,3,91
10,3,2,0,92
3,9,3,1,92
1,10,4,1,93
3,4,3,0,93
5,9,3,1,94
5,11,0,2,94
9,20,4,3,95
5,2,1,0,95
4,1,0,0,96
7,4,3,0,96
6,4,3,0,97
2,12,1,2,97
9,14,3,2,98
5,7,1,1,98
6,5,4,0,99
2,15,4,2,99
1,9,3,1,100
6,10,4,1,100
3,15,4,2,101
9,2,1,0,101
