1,4,3,0,7
7,2,1,0,8
10,8,2,1,9
9,3,2,0,9
8,11,0,2,24
6,8,2,1,29
8,18,2,3,29
4,11,0,2,29
6,18,2,3,32
10,14,3,2,32
4,5,4,0,32
4,8,2,1,37
3,9,3,1,37
6,4,3,0,39
7,19,3,3,39
7,9,3,1,42
1,16,0,3,42
2,11,0,2,54
1,2,1,0,54
3,12,1,2,59
3,7,1,1,59
5,11,0,2,64
10,17,1,3,64
9,17,1,3,69
10,9,3,1,69
4,19,3,3,74
6,5,4,0,74
9,12,1,2,79
3,14,3,2,79
6,6,0,1,84
2,20,4,3,84
10,10,4,1,89
7,8,2,1,89
2,10,4,1,94
5,16,0,3,94
10,13,2,2,99
5,3,2,0,99
6,16,0,3,100
7,10,4,1,100
8,19,3,3,104
2,18,2,3,104
3,1,0,0,105
9,7,1,1,105
1,12,1,2,109
5,12,1,2,109
6,20,4,3,110
10,5,4,0,110
6,12,1,2,112
10,7,1,1,112
9,9,3,1,112
7,16,0,3,112
10,1,0,0,114
5,6,0,1,114
8,16,0,3,117
3,5,4,0,117
10,3,2,0,119
7,6,0,1,119
7,17,1,3,122
7,14,3,2,122
10,6,0,1,124
6,10,4,1,124
3,19,3,3,129
2,8,2,1,129
10,16,0,3,132
2,17,1,3,132
8,9,3,1,135
7,1,0,0,135
9,13,2,2,136
7,18,2,3,136
8,15,4,2,140
3,11,0,2,140
5,1,0,0,141
10,19,3,3,141
8,7,1,1,144
2,3,2,0,144
10,15,4,2,146
5,18,2,3,146
4,13,2,2,149
2,15,4,2,149
8,10,4,1,149
4,3,2,0,149
6,17,1,3,151
9,14,3,2,151
5,7,1,1,154
4,17,1,3,154
2,7,1,1,154
1,17,1,3,154
6,3,2,0,156
6,2,1,0,156
3,6,0,1,159
10,18,2,3,159
3,10,4,1,161
1,3,2,0,161
10,11,0,2,166
9,11,0,2,166
1,13,2,2,171
2,5,4,0,171
5,17,1,3,171
10,12,1,2,173
1,6,0,1,173
9,16,0,3,173
6,13,2,2,174
2,16,0,3,174
1,18,2,3,174
10,4,3,0,176
4,20,4,3,176
4,6,0,1,176
3,3,2,0,179
1,14,3,2,179
2,4,3,0,179
7,3,2,0,181
10,20,4,3,181
4,7,1,1,181
6,1,0,0,186
4,16,0,3,186
7,11,0,2,186
7,5,4,0,189
1,15,4,2,189
1,20,4,3,189
9,2,1,0,191
7,4,3,0,191
6,7,1,1,191
7,20,4,3,191
9,1,0,0,191
9,5,4,0,191
7,12,1,2,196
7,13,2,2,196
9,19,3,3,196
6,11,0,2,196
2,6,0,1,196
9,4,3,0,196
3,17,1,3,201
3,2,1,0,201
4,12,1,2,201
8,4,3,0,213
9,18,2,3,213
10,2,1,0,213
2,9,3,1,216
5,4,3,0,216
5,19,3,3,219
2,12,1,2,219
7,7,1,1,219
2,1,0,0,219
7,15,4,2,219
3,13,2,2,221
5,15,4,2,221
1,8,2,1,222
4,9,3,1,222
1,19,3,3,226
9,6,0,1,226
9,15,4,2,231
1,11,0,2,231
5,9,3,1,235
1,9,3,1,235
8,2,1,0,240
4,18,2,3,240
8,1,0,0,240
9,10,4,1,7
8,6,0,1,8
1,1,0,0,24
3,20,4,3,42
6,15,4,2,216
5,2,1,0,219
8,12,1,2,221
3,13,2,2,222
1,8,2,1,226
8,14,3,2,231
5,8,2,1,235
8,17,1,3,236
8,20,4,3,236
5,14,3,2,236
