6,10,4,1,5
10,8,2,1,6
4,1,0,0,7
5,17,1,3,8
7,9,3,1,9
8,9,3,1,10
3,1,0,0,12
5,8,2,1,17
7,6,0,1,19
1,17,1,3,19
6,14,3,2,22
10,9,3,1,22
9,7,1,1,28
5,2,1,0,28
3,6,0,1,31
3,2,1,0,31
9,8,2,1,33
8,16,0,3,33
4,17,1,3,36
1,9,3,1,36
10,4,3,0,41
1,3,2,0,41
5,6,0,1,43
7,20,4,3,43
7,18,2,3,46
9,17,1,3,46
3,20,4,3,50
9,16,0,3,50
6,9,3,1,55
8,13,2,2,55
8,10,4,1,60
4,9,3,1,60
9,2,1,0,60
4,20,4,3,76
10,13,2,2,76
7,1,0,0,76
3,8,2,1,79
2,8,2,1,79
1,6,0,1,79
9,11,0,2,80
2,1,0,0,80
7,4,3,0,80
9,13,2,2,85
3,16,0,3,85
3,18,2,3,85
3,12,1,2,90
7,11,0,2,90
1,7,1,1,90
10,5,4,0,95
10,1,0,0,95
1,10,4,1,95
